,Unnamed: 0,customer_id,Transaction_count,number_of_purchase_in_weekend,number_of_purchase_in_weekday,most_common_city,diff_city,count_of_city,most_used_discount_code,Unique_Payment_Methods,Most_used_payment_method,First_order_date,Last_order_date,total_shipping_cost,total_discount,count_of_discounted_transactions,Gross_revenue,Net_revenue,AOV_per_customer,Net_revenue_excluding_shipping,Avg_Discount_per_Transaction,discounted_transaction_pct,recency_days,Customer_Lifespan_in_days,Avg_days_between_transaction,Customer_lifespan_in_months,Avg_transactions_per_month,plan_id,plan_start_date,plan_payment_timestamp,plan_payment_method,plan_name,plan_term,plan_price,status,expiry_date,churn_flag
5007,5007,CUST_05055,6,0,6,Alecchester,1,6,CODE_ACTUALLY,2,Credit Card,2024-08-29 00:04:00.000000,2024-12-16 21:58:19.962369,109.23,799.9,5,7758.84,7068.17,1178.03,6958.9400000000005,133.32,83.33,165,274,46,9,1,PLAN_B,2024-05-16,2024-12-19 10:07:01.701545,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-16,1
5008,5008,CUST_05056,2,1,1,Hallville,1,2,CODE_FLOOR,2,Debit Card,2025-04-13 00:09:00.000000,2025-04-15 00:46:24.261238,33.22,523.64,2,5663.959999999999,5173.54,2586.77,5140.32,261.82,100.0,45,47,24,2,1,PLAN_B,2025-03-09,2024-05-31 10:50:41.979764,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-09,0
5009,5009,CUST_05057,3,0,3,Alecchester,1,2,CODE_COLD,3,Credit Card,2025-01-06 00:02:00.000000,2025-01-06 00:09:00.000000,61.8,1533.61,3,11457.88,9986.07,3328.69,9924.27,511.2,100.0,144,144,48,5,1,PLAN_A,2024-01-07,2025-05-13 16:58:50.166649,PayPal,Standard Subscription,Monthly,12.99,Active,2024-02-07,1
5010,5010,CUST_05058,7,5,2,Melissaland,1,6,CODE_DECADE,2,Debit Card,2024-08-17 00:07:00.000000,2025-04-16 20:16:41.095594,111.2,2571.51,6,27311.02,24850.71,3550.1,24739.51,367.36,85.71,44,286,41,10,1,PLAN_B,2024-02-26,2024-08-20 10:47:32.913740,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-26,1
5011,5011,CUST_05059,5,3,2,Lake Alexanderchester,1,5,CODE_BALL,3,Credit Card,2024-12-21 00:02:00.000000,2025-05-14 02:59:22.943239,61.22,2075.88,5,14791.74,12777.080000000002,2555.42,12715.860000000002,415.18,100.0,16,160,32,5,1,PLAN_A,2024-06-15,2024-03-10 23:17:05.321536,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-07-15,1
5012,5012,CUST_05060,3,0,3,Kimberlyshire,1,3,CODE_FLOOR,2,Credit Card,2024-09-30 00:06:00.000000,2025-05-06 13:11:00.149086,51.12,87.15,1,7853.77,7817.74,2605.91,7766.62,29.05,33.33,24,242,81,8,0,PLAN_A,2024-08-18,2024-08-29 20:09:53.074634,PayPal,Standard Subscription,Monthly,12.99,Active,2024-09-18,1
5013,5013,CUST_05061,4,0,4,East Matthewton,1,4,CODE_ACTUALLY,2,Debit Card,2024-04-23 00:08:00.000000,2025-04-28 09:55:37.922909,62.63,1030.1,3,7081.84,6114.369999999999,1528.59,6051.739999999999,257.52,75.0,32,402,100,13,0,PLAN_B,2024-04-05,2024-11-19 21:25:47.464172,Credit Card,Premium Subscription,Annual,119.99,Active,2025-04-05,1
5014,5014,CUST_05062,4,0,4,West Rachel,1,2,CODE_DIFFERENT,1,PayPal,2025-04-11 00:01:00.000000,2025-04-11 00:09:00.000000,51.67,1666.53,2,17064.82,15449.96,3862.49,15398.29,416.63,50.0,49,49,12,2,2,PLAN_B,2024-05-09,2024-04-05 00:57:31.636844,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-09,1
5015,5015,CUST_05063,4,1,3,East Robertside,1,4,CODE_AVOID,3,Credit Card,2024-05-26 00:08:00.000000,2025-03-27 09:17:55.006663,68.29,742.93,4,6655.120000000001,5980.48,1495.12,5912.19,185.73,100.0,64,369,92,12,0,PLAN_B,2024-01-05,2025-03-30 02:49:50.710446,Credit Card,Premium Subscription,Annual,119.99,Active,2025-01-05,1
5016,5016,CUST_05064,6,1,5,Brucehaven,1,4,CODE_DECADE,2,Debit Card,2024-03-11 00:02:00.000000,2024-12-18 06:46:42.534241,85.27,1967.41,5,21677.7,19795.56,3299.26,19710.29,327.9,83.33,163,445,74,15,0,PLAN_B,2024-04-20,2025-04-13 11:43:51.036254,Credit Card,Premium Subscription,Annual,119.99,Active,2025-04-20,1
5017,5017,CUST_05065,3,0,3,Davieston,1,3,CODE_SHOULDER,1,Credit Card,2024-07-29 00:09:00.000000,2025-01-24 02:05:25.093717,26.67,665.32,2,9107.82,8469.17,2823.06,8442.5,221.77,66.67,126,305,102,10,0,PLAN_B,2025-04-11,2024-06-21 08:06:22.320143,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-11,0
5018,5018,CUST_05066,8,0,8,Shellyshire,1,6,CODE_ACTUALLY,2,Debit Card,2024-09-26 00:01:00.000000,2025-01-07 22:13:16.431348,112.51,430.89,2,27946.19,27627.81,3453.48,27515.300000000003,53.86,25.0,143,246,31,8,1,PLAN_A,2024-12-13,2024-08-15 08:45:18.135002,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-01-13,1
5019,5019,CUST_05067,2,0,2,North Dianaburgh,1,2,,2,Credit Card,2024-06-17 00:04:00.000000,2024-07-04 21:32:04.739967,28.19,0.0,0,4588.4,4616.59,2308.3,4588.400000000001,0.0,0.0,330,347,174,12,0,PLAN_B,2025-05-29,2024-09-12 04:57:49.179453,PayPal,Premium Subscription,Annual,119.99,Active,2026-05-29,0
5020,5020,CUST_05068,6,1,5,West Jennifer,1,4,CODE_CASE,3,Credit Card,2024-11-28 00:05:00.000000,2025-04-06 09:41:20.109207,80.81,2292.36,6,14062.11,11850.56,1975.09,11769.75,382.06,100.0,54,183,30,6,1,PLAN_A,2025-03-17,2024-05-08 04:04:05.415526,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-17,1
5021,5021,CUST_05069,4,1,3,Port Traceytown,1,4,CODE_ACTUALLY,3,PayPal,2024-03-12 00:03:00.000000,2025-01-10 20:00:44.294826,55.88,696.19,4,4561.139999999999,3920.83,980.21,3864.95,174.05,100.0,140,444,111,15,0,PLAN_B,2025-04-20,2024-05-06 06:22:36.534673,PayPal,Premium Subscription,Annual,119.99,Active,2026-04-20,0
5022,5022,CUST_05070,2,0,2,North Dianaburgh,1,2,CODE_RISK,2,Debit Card,2024-08-21 00:07:00.000000,2025-03-13 22:43:06.680970,45.97,1630.68,1,12077.83,10493.12,5246.56,10447.15,815.34,50.0,78,282,141,9,0,PLAN_A,2025-05-28,2024-06-22 19:32:54.986104,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-28,0
5023,5023,CUST_05071,5,0,5,Belindaport,1,4,CODE_ACTUALLY,2,PayPal,2024-08-23 00:01:00.000000,2025-05-07 05:18:13.168149,74.42999999999999,642.03,2,11911.87,11344.27,2268.85,11269.84,128.41,40.0,23,280,56,9,1,PLAN_B,2025-01-12,2024-07-28 10:56:34.733057,Credit Card,Premium Subscription,Annual,119.99,Active,2026-01-12,0
5024,5024,CUST_05072,3,1,2,Davieston,1,3,CODE_COLD,3,Credit Card,2024-11-10 06:41:53.584690,2025-03-21 11:09:26.449277,36.42,947.17,2,7475.12,6564.37,2188.12,6527.95,315.72,66.67,70,201,67,7,0,PLAN_A,2024-09-17,2024-01-26 21:09:05.718798,PayPal,Standard Subscription,Monthly,12.99,Active,2024-10-17,1
5025,5025,CUST_05073,1,0,1,West Eric,0,1,CODE_DECADE,1,PayPal,2024-10-28 06:25:22.581336,2024-10-28 06:25:22.581336,14.68,318.44,1,1877.75,1573.99,1573.99,1559.31,318.44,100.0,214,214,0,7,0,PLAN_A,2025-02-20,2024-09-10 11:17:23.323476,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-20,1
5026,5026,CUST_05074,5,0,5,Davieston,1,5,CODE_ACTUALLY,3,Credit Card,2024-04-23 00:02:00.000000,2025-03-28 23:38:56.822279,83.9,333.71,4,2990.4,2740.59,548.12,2656.69,66.74,80.0,62,402,80,13,0,PLAN_A,2024-12-08,2024-04-19 23:51:12.724027,PayPal,Standard Subscription,Monthly,12.99,Active,2025-01-08,1
5027,5027,CUST_05075,10,4,6,Erinchester,1,8,CODE_ACTUALLY,3,Credit Card,2024-09-08 00:03:00.000000,2025-03-22 00:53:38.606944,176.33,1976.89,5,36071.34,34270.78,3427.08,34094.45,197.69,50.0,69,264,26,9,1,PLAN_A,2024-04-14,2024-09-08 01:57:56.838862,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-14,1
5028,5028,CUST_05076,9,1,8,Alecchester,1,9,CODE_DECADE,3,Debit Card,2024-06-28 22:16:39.082385,2025-05-26 00:25:25.226986,160.09,1164.3300000000002,4,24100.06,23095.82,2566.2,22935.73,129.37,44.44,4,336,37,11,1,PLAN_B,2024-08-12,2024-06-29 19:14:38.035985,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-12,0
5029,5029,CUST_05077,9,5,4,Rojasstad,1,7,CODE_ACTUALLY,3,Debit Card,2024-12-21 00:01:00.000000,2025-04-30 20:51:04.713207,154.27,1040.7,7,9712.49,8826.06,980.67,8671.789999999999,115.63,77.78,30,160,18,5,2,PLAN_A,2025-05-04,2024-07-29 20:06:13.927810,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-04,0
5030,5030,CUST_05078,4,0,4,Port Joseport,1,3,CODE_COLD,3,Credit Card,2024-04-25 00:02:00.000000,2025-03-19 03:40:24.629028,84.11,202.61,1,11586.31,11467.81,2866.95,11383.7,50.65,25.0,72,400,100,13,0,PLAN_A,2025-03-01,2025-05-16 01:22:29.898823,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-01,1
5031,5031,CUST_05079,8,8,0,Belindaport,1,7,CODE_SHOULDER,3,PayPal,2024-12-29 00:01:00.000000,2025-03-08 14:43:42.439324,129.98,1335.58,7,14282.1,13076.5,1634.56,12946.52,166.95,87.5,83,152,19,5,2,PLAN_B,2024-08-18,2025-04-05 22:06:26.588708,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-18,0
5032,5032,CUST_05080,8,8,0,East Robertside,1,6,CODE_CASE,3,PayPal,2025-02-09 00:03:00.000000,2025-02-09 00:09:00.000000,137.57,795.16,5,17814.32,17156.73,2144.59,17019.16,99.4,62.5,110,110,14,4,2,PLAN_B,2024-04-03,2025-01-04 06:32:24.453806,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-03,1
5033,5033,CUST_05081,2,1,1,Lake Emilyland,1,2,,2,Credit Card,2024-09-21 00:03:00.000000,2025-05-08 11:24:32.307384,28.58,0.0,0,7491.389999999999,7519.97,3759.98,7491.39,0.0,0.0,22,251,126,8,0,PLAN_A,2024-04-05,2025-04-06 17:02:59.476969,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-05,1
5034,5034,CUST_05082,4,2,2,Davieston,1,4,CODE_OUTSIDE,2,Debit Card,2024-11-20 11:51:57.491524,2025-05-11 23:55:10.300858,44.54,309.37,3,6631.4400000000005,6366.610000000001,1591.65,6322.070000000001,77.34,75.0,18,191,48,6,1,PLAN_A,2024-03-09,2024-02-25 19:00:51.917141,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-04-09,1
5035,5035,CUST_05083,4,0,4,Erinchester,1,4,CODE_COLD,2,PayPal,2024-12-27 00:04:00.000000,2025-02-28 16:58:23.170912,85.75999999999999,978.17,3,12319.13,11426.72,2856.68,11340.96,244.54,75.0,91,154,38,5,1,PLAN_B,2024-04-20,2024-01-20 07:42:42.510854,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-20,1
5036,5036,CUST_05084,5,0,5,Onealland,1,4,CODE_AVOID,3,Credit Card,2025-03-31 00:02:00.000000,2025-05-30 21:45:57.906247,50.23,2038.62,4,15710.07,13721.68,2744.34,13671.45,407.72,80.0,0,60,12,2,2,PLAN_A,2024-09-10,2024-11-26 15:17:50.488468,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-10,1
5037,5037,CUST_05085,7,5,2,East Matthewton,1,6,CODE_ACTUALLY,3,Credit Card,2024-07-07 00:02:00.000000,2025-05-13 03:00:33.944088,114.87,2042.44,7,13774.7,11847.13,1692.45,11732.26,291.78,100.0,17,327,47,11,1,PLAN_A,2025-03-07,2024-03-03 11:37:44.754586,PayPal,Standard Subscription,Monthly,12.99,Active,2025-04-07,1
5038,5038,CUST_05086,5,1,4,East Jeffrey,1,5,CODE_ACTUALLY,3,Debit Card,2024-02-18 07:39:11.977939,2024-07-26 10:30:37.361928,66.29,1475.1,4,14691.48,13282.67,2656.53,13216.38,295.02,80.0,308,467,93,16,0,PLAN_B,2025-01-17,2025-04-10 05:43:05.239218,PayPal,Premium Subscription,Annual,119.99,Active,2026-01-17,0
5039,5039,CUST_05087,3,3,0,Evansville,1,3,CODE_ENVIRONMENT,1,Credit Card,2024-02-25 00:08:00.000000,2024-11-03 22:49:05.508102,51.88,1345.11,2,9139.68,7846.450000000001,2615.48,7794.570000000001,448.37,66.67,208,460,153,15,0,PLAN_A,2024-05-26,2024-11-10 00:16:12.338302,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-26,1
5040,5040,CUST_05088,2,1,1,East Matthewton,1,2,,1,Debit Card,2024-10-21 00:09:00.000000,2025-02-08 18:34:06.979708,36.68,0.0,0,9375.18,9411.86,4705.93,9375.18,0.0,0.0,111,221,110,7,0,PLAN_A,2024-04-23,2025-05-09 16:16:05.729411,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-23,1
5041,5041,CUST_05089,2,0,2,Velezstad,1,2,CODE_DIFFERENT,2,Credit Card,2024-08-07 00:53:09.787189,2025-05-27 22:35:00.771956,17.5,361.65,1,4309.110000000001,3964.96,1982.48,3947.46,180.82,50.0,3,296,148,10,0,PLAN_A,2024-06-09,2024-09-24 13:29:25.791769,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-07-09,1
5042,5042,CUST_05090,5,0,5,Lake Emilyland,1,4,CODE_DECADE,2,Credit Card,2025-05-02 00:01:00.000000,2025-05-27 20:44:05.839577,91.64,508.3,2,11460.23,11043.57,2208.71,10951.93,101.66,40.0,3,28,6,1,5,PLAN_B,2024-02-02,2024-07-13 14:45:59.539557,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-02,1
5043,5043,CUST_05091,3,0,3,Mariostad,1,3,CODE_FLOOR,2,Credit Card,2024-10-04 03:37:11.159531,2025-05-28 20:42:52.846245,27.130000000000003,729.67,3,8024.019999999999,7321.48,2440.49,7294.349999999999,243.22,100.0,2,238,79,8,0,PLAN_A,2024-01-21,2024-08-22 21:32:13.127056,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-21,1
5044,5044,CUST_05092,4,0,4,Rojasstad,1,4,CODE_CASE,3,Credit Card,2025-02-28 00:03:00.000000,2025-02-28 00:08:00.000000,63.54,400.68,2,13037.29,12700.15,3175.04,12636.61,100.17,50.0,91,91,23,3,1,PLAN_B,2024-08-16,2025-04-29 21:30:49.484945,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-16,0
5045,5045,CUST_05093,6,1,5,Summersland,1,5,CODE_FLOOR,3,PayPal,2025-03-03 00:02:00.000000,2025-05-24 09:28:00.971648,100.52,990.3,2,14570.71,13680.93,2280.16,13580.41,165.05,33.33,6,88,15,3,2,PLAN_B,2024-02-20,2024-03-27 13:46:49.125145,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-20,1
5046,5046,CUST_05094,5,3,2,Brittanymouth,1,5,CODE_THOSE,3,Debit Card,2024-09-15 00:06:00.000000,2025-02-19 20:31:26.467155,88.07,2140.43,4,18865.01,16812.65,3362.53,16724.58,428.09,80.0,100,257,51,9,1,PLAN_A,2024-11-20,2025-04-06 16:31:17.513472,PayPal,Standard Subscription,Monthly,12.99,Active,2024-12-20,1
5047,5047,CUST_05095,8,1,7,Johnsonstad,1,7,CODE_MODEL,3,Debit Card,2024-11-18 00:02:00.000000,2025-04-19 11:07:04.723195,118.69,1790.64,7,18996.83,17324.88,2165.61,17206.190000000002,223.83,87.5,41,193,24,6,1,PLAN_A,2025-05-20,2024-10-29 09:20:49.288085,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-06-20,0
5048,5048,CUST_05096,6,6,0,Summersland,1,5,CODE_CASE,3,Debit Card,2025-03-22 00:03:00.000000,2025-03-22 00:09:00.000000,99.98,153.60000000000002,2,7603.700000000001,7550.08,1258.35,7450.1,25.6,33.33,69,69,12,2,3,PLAN_A,2024-10-14,2024-05-05 05:23:00.850215,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-14,1
5049,5049,CUST_05097,5,1,4,East Carolynborough,1,5,CODE_ACTUALLY,3,Debit Card,2024-11-25 00:04:00.000000,2025-02-28 05:22:28.425900,61.64,297.83,2,21999.94,21763.75,4352.75,21702.11,59.57,40.0,91,186,37,6,1,PLAN_A,2025-02-10,2024-01-10 23:03:12.001259,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-03-10,1
5050,5050,CUST_05098,5,1,4,East Robertside,1,4,CODE_MODEL,2,Debit Card,2024-09-10 00:01:00.000000,2024-12-13 00:59:30.821397,71.43,1608.43,4,17818.61,16281.61,3256.32,16210.179999999998,321.69,80.0,168,262,52,9,1,PLAN_B,2024-05-06,2024-06-07 20:52:29.967938,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-06,1
5051,5051,CUST_05099,13,7,6,Shellyshire,1,10,CODE_HIM,3,Debit Card,2024-03-13 00:06:00.000000,2025-04-27 00:17:40.211356,209.01,4268.24,10,37909.03,33849.8,2603.83,33640.79,328.33,76.92,33,443,34,15,1,PLAN_A,2025-02-09,2024-09-01 07:24:17.445428,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-09,1
5052,5052,CUST_05100,7,7,0,Johnsonstad,1,5,CODE_AVOID,3,Debit Card,2025-02-16 00:01:00.000000,2025-04-13 22:05:35.223665,115.74,542.7,4,9980.41,9553.45,1364.78,9437.71,77.53,57.14,47,103,15,3,2,PLAN_B,2024-01-08,2024-02-21 00:18:05.848201,Credit Card,Premium Subscription,Annual,119.99,Active,2025-01-08,1
5053,5053,CUST_05101,5,1,4,Summersland,1,4,CODE_DIFFERENT,3,Credit Card,2025-03-17 00:01:00.000000,2025-05-18 01:48:20.300862,78.07,999.39,4,10772.39,9851.07,1970.21,9773.0,199.88,80.0,12,74,15,2,2,PLAN_B,2025-02-12,2024-12-03 07:13:42.456738,PayPal,Premium Subscription,Annual,119.99,Active,2026-02-12,0
5054,5054,CUST_05102,2,0,2,Hallville,1,2,CODE_SAVE,2,Credit Card,2025-05-13 00:06:00.000000,2025-05-13 00:08:00.000000,30.81,749.7,1,4294.31,3575.42,1787.71,3544.61,374.85,50.0,17,17,8,1,2,PLAN_A,2025-04-03,2025-05-25 20:44:43.803393,PayPal,Standard Subscription,Monthly,12.99,Active,2025-05-03,1
5055,5055,CUST_05103,7,7,0,Lake Michaelchester,1,6,CODE_ACTUALLY,3,Credit Card,2025-04-26 00:03:00.000000,2025-04-26 00:08:00.000000,105.14,1964.19,4,20436.94,18577.89,2653.98,18472.75,280.6,57.14,34,34,5,1,7,PLAN_B,2024-06-28,2025-02-07 05:33:04.392153,PayPal,Premium Subscription,Annual,119.99,Active,2025-06-28,0
5056,5056,CUST_05104,1,1,0,North Helenville,0,1,CODE_HIM,1,Debit Card,2025-04-12 00:01:00.000000,2025-04-12 00:01:00.000000,7.47,292.28,1,1565.02,1280.21,1280.21,1272.74,292.28,100.0,48,48,0,2,0,PLAN_A,2024-09-28,2025-05-04 09:11:07.347016,PayPal,Standard Subscription,Monthly,12.99,Active,2024-10-28,1
5057,5057,CUST_05105,7,0,7,Kimberlyshire,1,7,CODE_DIFFERENT,3,Credit Card,2025-02-21 00:02:00.000000,2025-03-20 22:51:52.797633,94.05,1399.3,6,9450.33,8145.08,1163.58,8051.03,199.9,85.71,71,98,14,3,2,PLAN_B,2025-01-05,2024-08-16 22:40:35.701303,Credit Card,Premium Subscription,Annual,119.99,Active,2026-01-05,0
5058,5058,CUST_05106,2,0,2,North Dianaburgh,1,2,CODE_ACTUALLY,2,Credit Card,2024-11-27 00:03:00.000000,2024-11-27 00:08:00.000000,45.52,181.97,2,2107.99,1971.54,985.77,1926.02,90.98,100.0,184,184,92,6,0,PLAN_B,2024-10-14,2025-02-26 04:47:24.377255,PayPal,Premium Subscription,Annual,119.99,Active,2025-10-14,0
5059,5059,CUST_05107,6,1,5,North Michael,1,5,CODE_CASE,3,PayPal,2024-04-11 00:01:00.000000,2025-03-18 10:07:29.796852,74.97,1778.47,6,11055.85,9352.35,1558.72,9277.38,296.41,100.0,73,414,69,14,0,PLAN_B,2025-05-24,2025-04-15 23:56:21.174330,Credit Card,Premium Subscription,Annual,119.99,Active,2026-05-24,0
5060,5060,CUST_05108,4,0,4,Johnsonstad,1,4,CODE_SAVE,3,Credit Card,2024-09-24 10:58:55.889379,2025-05-29 02:17:31.736055,56.58,948.04,2,12262.77,11371.31,2842.83,11314.73,237.01,50.0,1,248,62,8,0,PLAN_A,2024-08-23,2025-01-20 00:08:49.401833,PayPal,Standard Subscription,Monthly,12.99,Active,2024-09-23,1
5061,5061,CUST_05109,6,0,6,East Matthewton,1,6,CODE_AVOID,3,Debit Card,2024-03-29 00:02:00.000000,2025-04-18 10:25:08.669402,82.87,977.51,4,12837.55,11942.91,1990.49,11860.04,162.92,66.67,42,427,71,14,0,PLAN_A,2024-03-02,2025-05-29 19:59:00.108599,PayPal,Standard Subscription,Monthly,12.99,Active,2024-04-02,1
5062,5062,CUST_05110,6,1,5,Lake Cheryl,1,6,CODE_AVOID,3,Debit Card,2024-05-17 00:01:00.000000,2025-04-20 20:05:09.182463,68.82,2321.44,6,20057.12,17804.5,2967.42,17735.68,386.91,100.0,40,378,63,13,0,PLAN_A,2024-03-18,2025-04-04 11:27:04.146928,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-04-18,1
5063,5063,CUST_05111,4,2,2,Onealland,1,3,CODE_CASE,2,Debit Card,2025-01-11 00:02:00.000000,2025-04-09 07:52:03.939724,62.2,353.28,2,8115.95,7824.87,1956.22,7762.67,88.32,50.0,51,139,35,5,1,PLAN_B,2025-03-05,2025-04-21 03:41:26.923214,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-05,0
5064,5064,CUST_05112,4,1,3,Davieston,1,4,CODE_ENVIRONMENT,3,Debit Card,2024-07-29 00:06:00.000000,2024-12-09 12:34:38.548950,50.72,1061.05,3,12963.21,11952.88,2988.22,11902.160000000002,265.26,75.0,172,305,76,10,0,PLAN_B,2024-02-22,2024-04-26 17:10:11.378396,Credit Card,Premium Subscription,Annual,119.99,Active,2025-02-22,1
5065,5065,CUST_05113,6,2,4,Floresfort,1,4,CODE_CASE,3,PayPal,2024-05-12 02:26:29.612884,2025-01-13 06:07:13.634289,98.17,1120.05,3,12831.0,11809.12,1968.19,11710.95,186.68,50.0,137,383,64,13,0,PLAN_B,2024-05-15,2024-11-27 12:21:32.658437,PayPal,Premium Subscription,Annual,119.99,Active,2025-05-15,1
5066,5066,CUST_05114,2,0,2,East Jeffrey,1,2,CODE_MODEL,2,Debit Card,2024-08-09 00:05:00.000000,2024-08-09 00:08:00.000000,21.2,610.27,2,5577.389999999999,4988.32,2494.16,4967.12,305.14,100.0,294,294,147,10,0,PLAN_B,2024-11-10,2025-04-16 18:14:18.552303,PayPal,Premium Subscription,Annual,119.99,Active,2025-11-10,0
5067,5067,CUST_05115,2,0,2,South Katelynmouth,1,2,CODE_ACTUALLY,2,Credit Card,2024-11-04 00:03:00.000000,2024-11-04 00:05:00.000000,49.3,814.46,1,16946.809999999998,16181.65,8090.83,16132.350000000002,407.23,50.0,207,207,104,7,0,PLAN_A,2025-05-10,2025-02-25 10:59:12.190716,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-06-10,0
5068,5068,CUST_05116,3,0,3,Katelynport,1,2,CODE_RISK,2,PayPal,2024-08-09 00:02:00.000000,2024-08-09 00:09:00.000000,34.22,295.9,2,4519.16,4257.48,1419.16,4223.259999999999,98.63,66.67,294,294,98,10,0,PLAN_A,2024-06-11,2024-10-29 11:04:01.959158,PayPal,Standard Subscription,Monthly,12.99,Active,2024-07-11,1
5069,5069,CUST_05117,5,0,5,Evansville,1,3,CODE_RESEARCH,3,Debit Card,2025-04-11 00:05:00.000000,2025-04-23 18:45:24.459892,78.46000000000001,750.5200000000001,2,10876.69,10204.63,2040.93,10126.170000000002,150.1,40.0,37,49,10,2,2,PLAN_A,2025-01-04,2025-03-27 14:31:31.239312,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-04,1
5070,5070,CUST_05118,6,0,6,New Danielleside,1,5,CODE_ITS,3,Debit Card,2024-05-22 00:04:00.000000,2024-10-01 10:25:51.987750,110.02,1131.55,5,11566.95,10545.42,1757.57,10435.4,188.59,83.33,241,373,62,12,0,PLAN_A,2024-09-10,2024-05-12 01:02:03.798584,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-10,1
5071,5071,CUST_05119,3,2,1,Port Jenniferport,1,3,CODE_ACTUALLY,2,PayPal,2024-05-28 00:09:00.000000,2025-03-23 06:17:45.548775,42.39,1322.29,3,11362.47,10082.57,3360.86,10040.18,440.76,100.0,68,367,122,12,0,PLAN_A,2024-05-18,2025-05-11 01:45:10.159501,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-06-18,1
5072,5072,CUST_05120,4,0,4,Melissaland,1,3,CODE_CASE,3,Credit Card,2025-02-20 15:44:38.802566,2025-04-10 23:10:29.966629,53.68,897.33,3,8529.27,7685.62,1921.4,7631.94,224.33,75.0,50,99,25,3,1,PLAN_A,2025-05-14,2025-01-23 19:29:37.638018,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-14,0
5073,5073,CUST_05121,4,4,0,Brucehaven,1,3,CODE_ITS,2,PayPal,2025-02-22 00:02:00.000000,2025-02-22 00:08:00.000000,42.5,383.2600000000001,2,8459.310000000001,8118.549999999999,2029.64,8076.049999999999,95.82,50.0,97,97,24,3,1,PLAN_B,2024-02-05,2024-11-17 05:47:20.047078,PayPal,Premium Subscription,Annual,119.99,Active,2025-02-05,1
5074,5074,CUST_05122,7,0,7,Port Jenniferport,1,6,CODE_SHOULDER,3,Debit Card,2025-01-31 00:04:00.000000,2025-05-22 10:01:09.588825,82.67,1292.84,6,14436.19,13226.02,1889.43,13143.35,184.69,85.71,8,119,17,4,2,PLAN_B,2024-03-17,2025-05-02 13:55:57.049203,Credit Card,Premium Subscription,Annual,119.99,Active,2025-03-17,1
5075,5075,CUST_05123,5,4,1,Johnsonstad,1,5,CODE_OUTSIDE,3,Credit Card,2024-07-28 00:05:00.000000,2025-05-20 05:30:16.034946,82.75,187.51,2,6153.18,6048.42,1209.68,5965.67,37.5,40.0,10,306,61,10,0,PLAN_B,2024-03-02,2024-10-26 12:11:17.040748,PayPal,Premium Subscription,Annual,119.99,Active,2025-03-02,1
5076,5076,CUST_05124,8,2,6,Schaeferview,1,7,CODE_AVOID,3,PayPal,2024-11-06 00:05:00.000000,2025-01-11 09:41:06.148479,98.67,2239.0,4,23302.88,21162.55,2645.32,21063.88,279.88,50.0,139,205,26,7,1,PLAN_A,2024-08-17,2025-02-07 02:39:01.306672,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-17,1
